L	opf	cc	jcc
0.228	0.0200915	0.0244123	0.0225581
0.229	0.0200656	0.0243869	0.022518
0.23	0.0200307	0.0243549	0.0224751
0.231	0.0199905	0.0243157	0.0224177
0.232	0.0199699	0.0242963	0.0223868
0.233	0.0199248	0.024255	0.0223337
0.234	0.0198907	0.024223	0.0222882
0.235	0.0198709	0.0242032	0.0222582
0.236	0.0198348	0.0241702	0.0222076
0.237	0.0197913	0.0241261	0.0221526
0.238	0.0197763	0.0241162	0.0221218
0.239	0.0197376	0.0240776	0.0220754
0.24	0.0197132	0.0240531	0.0220332
0.241	0.0196744	0.0240199	0.0219871
0.242	0.0196373	0.0239843	0.0219354
0.243	0.0196156	0.0239649	0.0219
0.244	0.0195907	0.02394	0.0218634
0.245	0.0195467	0.0239003	0.0218128
0.246	0.0195226	0.0238767	0.021768
0.247	0.0194934	0.0238508	0.0217312
0.248	0.0194515	0.0238121	0.0216779
0.249	0.019432	0.0237964	0.0216406
0.25	0.0193892	0.0237544	0.0215829
0.251	0.0193638	0.023734	0.0215543
0.252	0.0193294	0.0237019	0.021503
0.253	0.0193007	0.0236776	0.0214617
0.254	0.0192756	0.0236536	0.0214204
0.255	0.0192407	0.0236219	0.0213726
0.256	0.0192134	0.0235993	0.0213358
0.257	0.0191852	0.0235746	0.0212934
0.258	0.0191529	0.0235441	0.021244
0.259	0.019122	0.0235157	0.021202
0.26	0.0190943	0.023491	0.02116
0.261	0.0190704	0.0234694	0.0211199
0.262	0.0190399	0.0234436	0.0210781
0.263	0.0189992	0.0234084	0.0210265
0.264	0.0189823	0.0233926	0.0209949
0.265	0.0189542	0.0233682	0.0209532
0.266	0.0189173	0.0233335	0.0208989
0.267	0.0188904	0.0233095	0.0208606
0.268	0.018866	0.0232878	0.020824
0.269	0.0188324	0.0232597	0.0207739
0.27	0.0188133	0.0232441	0.0207413
0.271	0.0187893	0.023223	0.020703
0.272	0.0187491	0.0231881	0.020652
0.273	0.0187364	0.0231763	0.0206191
0.274	0.0186963	0.0231398	0.0205695
