L	opf	cc	jcc
0.408	0.0106797	0.0167359	0.0082231
0.409	0.0106426	0.016696	0.00818913
0.41	0.0106415	0.0166905	0.00817903
0.411	0.0106234	0.016675	0.00815288
0.412	0.0106027	0.0166547	0.00813227
0.413	0.0106158	0.0166564	0.00813807
0.414	0.0105882	0.0166291	0.00810418
0.415	0.0105885	0.0166305	0.00810675
0.416	0.0105628	0.0165938	0.0080678
0.417	0.0105616	0.0165902	0.00806107
0.418	0.0105339	0.0165587	0.00803015
0.419	0.0105547	0.016581	0.00804056
0.42	0.0105416	0.016549	0.00802166
0.421	0.0105314	0.0165393	0.00801345
0.422	0.0105214	0.0165232	0.00799618
0.423	0.0104838	0.0164948	0.00795641
0.424	0.0104695	0.0164757	0.0079369
0.425	0.0104518	0.01645	0.0079134
0.426	0.0104614	0.016459	0.00791773
0.427	0.0104436	0.0164366	0.00789167
0.428	0.0104265	0.0164071	0.00788241
0.429	0.0104175	0.0164115	0.00786182
0.43	0.010413	0.016393	0.00784461
0.431	0.0104193	0.0163928	0.00784627
0.432	0.0103986	0.0163748	0.00782258
0.433	0.0103896	0.0163522	0.00780302
0.434	0.0103482	0.0163178	0.0077752
0.435	0.0103522	0.0163169	0.00776433
0.436	0.0103518	0.0163117	0.00774691
0.437	0.010317	0.0162779	0.0077196
0.438	0.0103385	0.0162831	0.00773497
0.439	0.0103237	0.0162732	0.00771567
0.44	0.010284	0.0162317	0.00767397
0.441	0.010263	0.0162149	0.00764715
0.442	0.0102619	0.0162058	0.00764273
0.443	0.0102593	0.0161925	0.00763074
0.444	0.0102402	0.0161718	0.0076034
0.445	0.0102231	0.0161482	0.00759339
0.446	0.0101987	0.0161242	0.00756631
0.447	0.0102225	0.0161297	0.00758081
0.448	0.0102082	0.0161201	0.00755982
0.449	0.0101953	0.0161055	0.0075421
0.45	0.010164	0.0160767	0.00750177
0.451	0.0101637	0.0160698	0.00749837
0.452	0.0101646	0.0160698	0.00749831
0.453	0.0101757	0.0160653	0.00750042
0.454	0.0101366	0.0160304	0.00745704
0.455	0.0101006	0.0160041	0.00742111
0.456	0.0101075	0.0159905	0.00742519
0.457	0.0101316	0.0160113	0.00742789
0.458	0.0100911	0.0159788	0.00738782
0.459	0.0100723	0.0159535	0.00736543
0.46	0.0100603	0.0159276	0.00734744
0.461	0.0100669	0.0159269	0.00735562
0.462	0.0100642	0.0159278	0.00734079
0.463	0.0100495	0.0159092	0.00732145
0.464	0.010024	0.0158896	0.00730223
0.465	0.0100057	0.0158604	0.00727199
0.466	0.0100025	0.0158489	0.00727089
0.467	0.0099978	0.0158436	0.00726328
0.468	0.00995588	0.0158009	0.0072173
0.469	0.00994898	0.0157941	0.00720434
0.47	0.00995261	0.0157869	0.00720298
0.471	0.00992801	0.0157656	0.00717108
0.472	0.00992558	0.0157527	0.00717109
0.473	0.0099124	0.0157397	0.00714778
0.474	0.00992517	0.0157446	0.00714839
0.475	0.00987752	0.0157088	0.00710547
0.476	0.00989829	0.0157086	0.00711766
0.477	0.00985626	0.0156714	0.00707881
0.478	0.00985586	0.0156631	0.00706852
0.479	0.00984512	0.0156481	0.00705845
0.48	0.0098246	0.0156241	0.00703019
0.481	0.00983974	0.0156234	0.00703466
0.482	0.00980875	0.0156081	0.00700108
0.483	0.0098221	0.0156107	0.00701292
0.484	0.00981025	0.0155906	0.00699725
0.485	0.00977806	0.0155592	0.00696761
0.486	0.00976767	0.0155427	0.00694909
0.487	0.0097651	0.0155393	0.00693396
0.488	0.00976135	0.0155196	0.00693126
0.489	0.00974186	0.0154982	0.00691243
0.49	0.00971916	0.0154822	0.00687254
0.491	0.00972856	0.0154839	0.00689128
0.492	0.00970057	0.0154555	0.00684923
0.493	0.00967331	0.015429	0.00682333
0.494	0.00967202	0.0154255	0.00681923
0.495	0.00967004	0.0154168	0.00681369
0.496	0.00965813	0.0153984	0.00679594
0.497	0.00965745	0.0153941	0.00678657
0.498	0.00964009	0.0153719	0.00677382
0.499	0.00958916	0.0153215	0.00672608
0.5	0.00961748	0.0153425	0.00673993
0.501	0.00958994	0.0153136	0.00671261
0.502	0.00957969	0.0153001	0.00670034
0.503	0.00956083	0.0152844	0.00667545
0.504	0.00958654	0.0152875	0.00670094
0.505	0.00956383	0.0152721	0.00666689
0.506	0.00954891	0.0152507	0.00665479
0.507	0.00953212	0.0152216	0.00662782
0.508	0.0095485	0.0152267	0.0066431
0.509	0.00952621	0.0152098	0.00662204
0.51	0.00946807	0.0151602	0.00655861
0.511	0.00947881	0.0151617	0.00656613
0.512	0.0094825	0.0151619	0.00656299
0.513	0.00946058	0.0151316	0.00654336
0.514	0.00945206	0.0151251	0.00652944
0.515	0.00946758	0.0151271	0.00653717
0.516	0.0094217	0.0150861	0.00648939
0.517	0.00941147	0.015079	0.00647359
