L	opf	cc	jcc
0.8208	0.00722298	0.0125329	0.0105722
0.8216	0.00722736	0.0125146	0.0105481
0.8224	0.00720054	0.0124738	0.0105006
0.8232	0.00720363	0.0124551	0.010475
0.824	0.00717259	0.0124255	0.010438
0.8248	0.00716672	0.0123886	0.0103959
0.8256	0.00715281	0.0123689	0.0103675
0.8264	0.00715252	0.0123474	0.0103391
0.8272	0.00713219	0.0123108	0.0102949
0.828	0.0071014	0.0122731	0.0102503
0.8288	0.00710753	0.0122575	0.0102274
0.8296	0.00711518	0.0122346	0.0101981
0.8304	0.00708267	0.0121933	0.0101493
0.8312	0.00707796	0.0121694	0.0101182
0.832	0.00708014	0.0121532	0.0100939
0.8328	0.00704385	0.0121071	0.0100406
0.8336	0.00703849	0.0120858	0.0100118
0.8344	0.00702822	0.0120474	0.00996805
0.8352	0.00700892	0.0120122	0.00992484
0.836	0.00700627	0.0119866	0.00989091
0.8368	0.00696578	0.0119424	0.00983797
0.8376	0.00698843	0.0119265	0.00981658
0.8384	0.00698754	0.011907	0.00978828
0.8392	0.00697575	0.0118706	0.00974472
0.84	0.00694322	0.0118288	0.00969508
0.8408	0.00692848	0.0117899	0.0096491
0.8416	0.00694468	0.0117835	0.00963318
0.8424	0.00691001	0.011734	0.00957639
0.8432	0.00691419	0.0117191	0.0095523
0.844	0.00690582	0.0116754	0.00950225
0.8448	0.00687832	0.0116371	0.00945592
0.8456	0.0068729	0.0116034	0.00941498
0.8464	0.00686912	0.0115797	0.00938178
0.8472	0.00683235	0.0115297	0.0093241
0.848	0.00685415	0.0115201	0.00930545
0.8488	0.00681389	0.011454	0.00923281
0.8496	0.00681439	0.0114355	0.0092048
0.8504	0.00680973	0.0114013	0.00916233
0.8512	0.00678041	0.0113678	0.00911893
0.852	0.00679872	0.0113475	0.00909086
0.8528	0.00675879	0.0112824	0.0090184
0.8536	0.00676716	0.011268	0.00899456
0.8544	0.0067667	0.0112431	0.00896063
0.8552	0.00671688	0.0111781	0.00888857
0.856	0.00673112	0.0111629	0.00886251
0.8568	0.00670649	0.0111122	0.00880405
0.8576	0.00671235	0.0110862	0.00876845
0.8584	0.00669016	0.0110491	0.00872209
0.8592	0.00666724	0.0110071	0.00867094
0.86	0.00663373	0.0109524	0.00860719
0.8608	0.00664301	0.0109234	0.00857117
0.8616	0.00663122	0.0108857	0.00852285
0.8624	0.00662893	0.0108598	0.008486
0.8632	0.00660652	0.0108047	0.00842536
0.864	0.00660199	0.0107776	0.00838685
0.8648	0.00658276	0.0107386	0.00833774
0.8656	0.00657429	0.0106943	0.00828567
0.8664	0.00655702	0.0106511	0.0082329
0.8672	0.00653038	0.0106009	0.00817341
0.868	0.0065471	0.0105863	0.00814753
0.8688	0.00652391	0.0105328	0.00808514
0.8696	0.006506	0.0104858	0.00802995
0.8704	0.00649121	0.0104427	0.00797651
0.8712	0.00647017	0.010405	0.00792607
0.872	0.00646063	0.010357	0.00787022
