prob	ls
0.5776	266.98
0.5772	267.21
0.5768	267.21
0.5764	267.46
0.576	267.52
0.5756	267.64
0.5752	267.92
0.5748	267.97
0.5744	268.39
0.574	268.48
0.5736	268.49
0.5732	268.56
0.5728	268.58
0.5724	268.83
0.572	268.93
0.5716	269.13
0.5712	269.32
0.5708	269.8
0.5704	270.0
0.57	270.0
0.5696	270.02
0.5692	270.22
0.5688	270.35
0.5684	270.98
0.568	271.0
0.5676	271.14
0.5672	271.16
0.5668	271.41
0.5664	271.65
0.566	271.77
0.5656	271.96
0.5652	272.0
0.5648	272.0
0.5644	272.0
0.564	272.0
0.5636	272.0
0.5632	272.0
0.5628	272.0
0.5624	272.0
0.562	272.0
0.5616	272.09
0.5612	272.24
0.5608	272.34
0.5604	272.43
0.56	272.7
0.5596	272.79
0.5592	272.84
0.5588	272.95
0.5584	273.01
0.558	273.12
0.5576	273.5
0.5572	273.65
0.5568	273.89
0.5564	273.97
0.556	273.98
0.5556	274.1
0.5552	274.14
0.5548	274.23
0.5544	274.51
0.554	274.79
0.5536	274.97
0.5532	275.11
0.5528	275.11
0.5524	275.26
0.552	275.44
0.5516	275.5
0.5512	275.5
0.5508	275.5
0.5504	275.58
0.55	275.61
0.5496	275.9
0.5492	276.0
0.5488	276.23
0.5484	276.4
0.548	276.69
0.5476	276.76
0.5472	276.94
0.5468	277.0
0.5464	277.0
0.546	277.0
0.5456	277.06
0.5452	277.09
0.5448	277.11
0.5444	277.11
0.544	277.18
0.5436	277.24
0.5432	277.47
0.5428	277.69
0.5424	277.96
0.542	278.07
0.5416	278.14
0.5412	278.14
0.5408	278.29
0.5404	278.37
0.54	278.55
0.5396	278.55
0.5392	278.71
0.5388	278.72
0.5384	278.83
0.538	279.01
0.5376	279.09
0.5372	279.2
0.5368	279.24
0.5364	279.38
0.536	279.56
0.5356	279.82
0.5352	279.94
0.5348	280.09
0.5344	280.34
0.534	280.34
0.5336	280.6
0.5332	280.67
0.5328	280.69
0.5324	280.77
0.532	280.84
0.5316	280.96
0.5312	281.26
0.5308	281.53
0.5304	281.86
0.53	282.08
0.5296	282.27
0.5292	282.34
0.5288	282.67
0.5284	282.85
0.528	282.92
0.5276	283.05
0.5272	283.21
0.5268	283.24
0.5264	283.3
0.526	283.56
0.5256	283.61
0.5252	283.74
0.5248	283.89
0.5244	283.89
0.524	284.02
0.5236	284.16
0.5232	284.37
0.5228	284.48
0.5224	284.57
0.522	284.77
0.5216	284.94
0.5212	285.26
0.5208	285.38
0.5204	285.48
0.52	285.48
0.5196	285.49
0.5192	285.62
0.5188	285.83
0.5184	285.93
0.518	286.14
0.5176	286.21
0.5172	286.48
0.5168	286.81
0.5164	286.98
0.516	287.08
0.5156	287.26
0.5152	287.49
0.5148	287.51
0.5144	287.59
0.514	287.95
0.5136	287.98
0.5132	288.03
0.5128	288.24
0.5124	288.56
0.512	288.72
0.5116	289.0
0.5112	289.0
0.5108	289.0
0.5104	289.0
0.51	289.26
0.5096	289.45
0.5092	289.59
0.5088	289.78
0.5084	289.99
0.508	290.07
0.5076	290.14
0.5072	290.21
0.5068	290.39
0.5064	290.46
0.506	290.53
0.5056	290.87
0.5052	291.0
0.5048	291.1
0.5044	291.46
0.504	291.85
0.5036	292.05
0.5032	292.15
0.5028	292.48
0.5024	292.53
0.502	292.66
0.5016	293.0
0.5012	293.08
0.5008	293.36
0.5004	293.36
0.5	293.49
0.4996	293.58
0.4992	293.72
0.4988	293.95
0.4984	294.0
0.498	294.11
0.4976	294.12
0.4972	294.23
0.4968	294.24
0.4964	294.33
0.496	294.42
0.4956	294.49
0.4952	294.51
0.4948	294.68
0.4944	294.72
0.494	294.85
0.4936	295.11
0.4932	295.14
0.4928	295.14
0.4924	295.19
0.492	295.27
0.4916	295.36
0.4912	295.44
0.4908	295.77
0.4904	296.15
0.49	296.21
0.4896	296.36
